Timestamp	Channel	CPU	Event type	Contents	Trace Packet Header	Packet Context	Stream Context	Event Context	TID	Prio	PID	Source
19:40:14.176 487 982	my-kernel-channel_3	3	syscall_exit_sync_file_range	ret=0, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/sync.c:0]
19:40:14.176 488 944	my-kernel-channel_3	3	syscall_entry_fadvise64	fd=35, offset=20480, len=4096, advice=4, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[mm/fadvise.c:0]
19:40:14.176 491 819	my-kernel-channel_3	3	syscall_exit_fadvise64	ret=0, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[mm/fadvise.c:0]
19:40:14.176 493 230	my-kernel-channel_3	3	syscall_entry_ioctl	fd=34, cmd=62982, arg=4294967298, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 494 243	my-kernel-channel_3	3	syscall_exit_ioctl	ret=0, arg=4294967298, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 495 531	my-kernel-channel_3	3	syscall_entry_ioctl	fd=34, cmd=62981, arg=1, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 503 199	hannel=my-kernel-channel_7	7	irq_softirq_raise	vec=1, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 506 997	hannel=my-kernel-channel_7	7	irq_softirq_raise	vec=9, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 508 062	hannel=my-kernel-channel_7	7	irq_softirq_raise	vec=7, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 521 803	hannel=my-kernel-channel_7	7	irq_handler_entry	irq=21, name="ahci[0000:00:0d.0]", context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 547 098	hannel=my-kernel-channel_7	7	irq_handler_exit	irq=21, ret=1, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 547 291	hannel=my-kernel-channel_3	3	irq_softirq_raise	vec=4, context.packet_seq_num=0, context.cpu_id=3	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061788340654, timestamp_end=10275295059739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=3]			2001	20	2001	
19:40:14.176 547 588	hannel=my-kernel-channel_7	7	irq_handler_entry	irq=21, name="snd_intel8x0", context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 547 758	hannel=my-kernel-channel_3	3	irq_softirq_entry	vec=4, context.packet_seq_num=0, context.cpu_id=3	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061788340654, timestamp_end=10275295059739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=3]			2001	20	2001	
19:40:14.176 548 744	hannel=my-kernel-channel_3	3	block_rq_complete	dev=8388608, sector=80281024, nr_sector=8, error=0, rwbs=1, context.packet_seq_num=0, context.cpu_id=3	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061788340654, timestamp_end=10275295059739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=3]			2001	20	2001	
19:40:14.176 550 253	hannel=my-kernel-channel_3	3	sched_waking	comm="kworker/u24:1", tid=20648, prio=20, target_cpu=11, context.packet_seq_num=0, context.cpu_id=3	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061788340654, timestamp_end=10275295059739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=3]			2001	20	2001	
19:40:14.176 553 696	hannel=my-kernel-channel_7	7	irq_handler_exit	irq=21, ret=0, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 556 968	hannel=my-kernel-channel_3	3	irq_softirq_exit	vec=4, context.packet_seq_num=0, context.cpu_id=3	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061788340654, timestamp_end=10275295059739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=3]			2001	20	2001	
19:40:14.176 558 780	my-kernel-channel_3	3	syscall_exit_ioctl	ret=0, arg=1, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 558 994	hannel=my-kernel-channel_11	11	sched_wakeup	comm="kworker/u24:1", tid=20648, prio=20, target_cpu=11, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]			0	20		
19:40:14.176 559 452	hannel=my-kernel-channel_11	11	sched_switch	prev_comm="swapper/11", prev_tid=0, prev_prio=20, prev_state=0, next_comm="kworker/u24:1", next_tid=20648, next_prio=20, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]			0	20		
19:40:14.176 560 364	hannel=my-kernel-channel_7	7	irq_softirq_entry	vec=1, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 560 479	my-kernel-channel_3	3	syscall_entry_ioctl	fd=34, cmd=2148070919, arg=140707459579776, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 561 290	my-kernel-channel_3	3	syscall_exit_ioctl	ret=0, arg=140707459579776, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 561 884	hannel=my-kernel-channel_7	7	sched_waking	comm="kworker/7:2", tid=312, prio=20, target_cpu=7, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 561 943	my-kernel-channel_3	3	syscall_entry_ioctl	fd=34, cmd=2148070920, arg=140707459579784, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 562 404	my-kernel-channel_3	3	syscall_exit_ioctl	ret=0, arg=140707459579784, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 562 909	hannel=my-kernel-channel_11	11	sched_switch	prev_comm="kworker/u24:1", prev_tid=20648, prev_prio=20, prev_state=128, next_comm="swapper/11", next_tid=0, next_prio=20, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]			20648	20	20648	
19:40:14.176 563 052	my-kernel-channel_3	3	syscall_entry_ioctl	fd=34, cmd=2148070925, arg=140707459579792, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 563 515	my-kernel-channel_3	3	syscall_exit_ioctl	ret=0, arg=140707459579792, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 563 885	hannel=my-kernel-channel_7	7	sched_wakeup	comm="kworker/7:2", tid=312, prio=20, target_cpu=7, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 564 154	my-kernel-channel_3	3	syscall_entry_ioctl	fd=34, cmd=2148070923, arg=140707459579696, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 564 408	hannel=my-kernel-channel_7	7	irq_softirq_exit	vec=1, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 564 570	hannel=my-kernel-channel_7	7	irq_softirq_entry	vec=7, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 564 612	my-kernel-channel_3	3	syscall_exit_ioctl	ret=0, arg=140707459579696, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
19:40:14.176 565 898	my-kernel-channel_3	3	syscall_entry_write	fd=35, buf=140707496275968, count=4096, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/read_write.c:0]
19:40:14.176 568 146	hannel=my-kernel-channel_7	7	irq_softirq_exit	vec=7, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 568 334	hannel=my-kernel-channel_7	7	irq_softirq_entry	vec=9, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 568 904	hannel=my-kernel-channel_7	7	irq_softirq_exit	vec=9, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 573 631	my-kernel-channel_3	3	syscall_exit_write	ret=4096, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/read_write.c:0]
19:40:14.176 574 785	my-kernel-channel_3	3	syscall_entry_sync_file_range	fd=35, offset=28672, nbytes=4096, flags=2, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/sync.c:0]
19:40:14.176 576 429	hannel=my-kernel-channel_7	7	sched_switch	prev_comm="swapper/7", prev_tid=0, prev_prio=20, prev_state=0, next_comm="kworker/7:2", next_tid=312, next_prio=20, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]						
19:40:14.176 585 291	hannel=my-kernel-channel_7	7	sched_switch	prev_comm="kworker/7:2", prev_tid=312, prev_prio=20, prev_state=128, next_comm="swapper/7", next_tid=0, next_prio=20, context.packet_seq_num=0, context.cpu_id=7	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791157966, timestamp_end=10239696660893, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=7]			312	20	312	
19:40:14.176 587 708	hannel=my-kernel-channel_3	3	block_rq_insert	dev=8388608, sector=80281032, nr_sector=8, bytes=4096, tid=2001, rwbs=1, comm="lttng-consumerd", context.packet_seq_num=0, context.cpu_id=3	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061788340654, timestamp_end=10275295059739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=3]			2001	20	2001	
19:40:14.176 589 602	hannel=my-kernel-channel_3	3	block_rq_issue	dev=8388608, sector=80281032, nr_sector=8, bytes=4096, tid=2001, rwbs=1, comm="lttng-consumerd", context.packet_seq_num=0, context.cpu_id=3	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061788340654, timestamp_end=10275295059739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=3]			2001	20	2001	
19:40:14.176 604 089	my-kernel-channel_3	3	syscall_exit_sync_file_range	ret=0, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/sync.c:0]
19:40:14.176 606 287	my-kernel-channel_3	3	syscall_entry_sync_file_range	fd=35, offset=24576, nbytes=4096, flags=7, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/sync.c:0]
19:40:14.176 607 216	my-kernel-channel_3	3	syscall_exit_sync_file_range	ret=0, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/sync.c:0]
19:40:14.176 608 158	my-kernel-channel_3	3	syscall_entry_fadvise64	fd=35, offset=24576, len=4096, advice=4, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[mm/fadvise.c:0]
19:40:14.176 611 207	my-kernel-channel_3	3	syscall_exit_fadvise64	ret=0, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[mm/fadvise.c:0]
19:40:14.176 612 725	my-kernel-channel_3	3	syscall_entry_ioctl	fd=34, cmd=62982, arg=4294967298, context.packet_seq_num=0, context.cpu_id=3, context._procname="lttng-consumerd", context._pid=1994, context._tid=2001	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061388252426, timestamp_end=12032520506802, content_size=316066768, packet_size=316080128, packet_seq_num=0, events_discarded=0, cpu_id=3]	[procname="lttng-consumerd", pid=1994, tid=2001]		2001	20	2001	[fs/ioctl.c:0]
