Timestamp	Channel	CPU	Event type	Contents	Trace Packet Header	Packet Context	Stream Context	Event Context	TID	Prio	PID	Source
19:40:14.168 391 264	hannel=my-kernel-channel_11	11	irq_softirq_raise	vec=1, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]						
19:40:14.168 393 123	hannel=my-kernel-channel_10	10	irq_softirq_raise	vec=7, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]						
19:40:14.168 406 098	hannel=my-kernel-channel_11	11	irq_softirq_entry	vec=1, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]						
19:40:14.168 411 759	hannel=my-kernel-channel_10	10	irq_softirq_entry	vec=7, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]						
19:40:14.168 425 261	hannel=my-kernel-channel_10	10	irq_softirq_exit	vec=7, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]						
19:40:14.168 434 636	hannel=my-kernel-channel_11	11	irq_softirq_exit	vec=1, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]						
19:40:14.168 619 055	hannel=my-kernel-channel_2	2	sched_waking	comm="node", tid=817, prio=20, target_cpu=2, context.packet_seq_num=0, context.cpu_id=2	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061787604255, timestamp_end=10216967450759, content_size=8388360, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=2]						
19:40:14.168 633 712	hannel=my-kernel-channel_2	2	sched_wakeup	comm="node", tid=817, prio=20, target_cpu=2, context.packet_seq_num=0, context.cpu_id=2	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061787604255, timestamp_end=10216967450759, content_size=8388360, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=2]						
19:40:14.168 658 894	hannel=my-kernel-channel_2	2	sched_switch	prev_comm="swapper/2", prev_tid=0, prev_prio=20, prev_state=0, next_comm="node", next_tid=817, next_prio=20, context.packet_seq_num=0, context.cpu_id=2	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061787604255, timestamp_end=10216967450759, content_size=8388360, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=2]						
19:40:14.168 670 159	my-kernel-channel_2	2	syscall_exit_epoll_wait	ret=0, fds_length=0, overflow=0, fds=[], context.packet_seq_num=0, context.cpu_id=2, context._procname="node", context._pid=817, context._tid=817	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061346103895, timestamp_end=12032520499040, content_size=309229888, packet_size=309231616, packet_seq_num=0, events_discarded=0, cpu_id=2]	[procname="node", pid=817, tid=817]		817	20	817	[fs/eventpoll.c:0]
19:40:14.168 711 831	my-kernel-channel_2	2	syscall_entry_epoll_wait	epfd=13, maxevents=1024, timeout=0, context.packet_seq_num=0, context.cpu_id=2, context._procname="node", context._pid=817, context._tid=817	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061346103895, timestamp_end=12032520499040, content_size=309229888, packet_size=309231616, packet_seq_num=0, events_discarded=0, cpu_id=2]	[procname="node", pid=817, tid=817]		817	20	817	[fs/eventpoll.c:0]
19:40:14.168 716 488	my-kernel-channel_2	2	syscall_exit_epoll_wait	ret=0, fds_length=0, overflow=0, fds=[], context.packet_seq_num=0, context.cpu_id=2, context._procname="node", context._pid=817, context._tid=817	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061346103895, timestamp_end=12032520499040, content_size=309229888, packet_size=309231616, packet_seq_num=0, events_discarded=0, cpu_id=2]	[procname="node", pid=817, tid=817]		817	20	817	[fs/eventpoll.c:0]
19:40:14.168 720 138	my-kernel-channel_2	2	syscall_entry_epoll_wait	epfd=13, maxevents=1024, timeout=10, context.packet_seq_num=0, context.cpu_id=2, context._procname="node", context._pid=817, context._tid=817	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061346103895, timestamp_end=12032520499040, content_size=309229888, packet_size=309231616, packet_seq_num=0, events_discarded=0, cpu_id=2]	[procname="node", pid=817, tid=817]		817	20	817	[fs/eventpoll.c:0]
19:40:14.168 731 524	hannel=my-kernel-channel_2	2	sched_switch	prev_comm="node", prev_tid=817, prev_prio=20, prev_state=1, next_comm="swapper/2", next_tid=0, next_prio=20, context.packet_seq_num=0, context.cpu_id=2	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061787604255, timestamp_end=10216967450759, content_size=8388360, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=2]			817	20	817	
19:40:14.171 421 762	hannel=my-kernel-channel_2	2	sched_waking	comm="VM Periodic Tas", tid=971, prio=20, target_cpu=2, context.packet_seq_num=0, context.cpu_id=2	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061787604255, timestamp_end=10216967450759, content_size=8388360, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=2]			0	20		
19:40:14.171 428 444	hannel=my-kernel-channel_2	2	sched_wakeup	comm="VM Periodic Tas", tid=971, prio=20, target_cpu=2, context.packet_seq_num=0, context.cpu_id=2	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061787604255, timestamp_end=10216967450759, content_size=8388360, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=2]			0	20		
19:40:14.171 443 270	hannel=my-kernel-channel_2	2	sched_switch	prev_comm="swapper/2", prev_tid=0, prev_prio=20, prev_state=0, next_comm="VM Periodic Tas", next_tid=971, next_prio=20, context.packet_seq_num=0, context.cpu_id=2	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061787604255, timestamp_end=10216967450759, content_size=8388360, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=2]			0	20		
19:40:14.171 449 237	my-kernel-channel_2	2	syscall_exit_futex	ret=-110, uaddr=140320876687944, uaddr2=0, context.packet_seq_num=0, context.cpu_id=2, context._procname="VM Periodic Tas", context._pid=812, context._tid=971	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061346103895, timestamp_end=12032520499040, content_size=309229888, packet_size=309231616, packet_seq_num=0, events_discarded=0, cpu_id=2]	[procname="VM Periodic Tas", pid=812, tid=971]		971	20	971	[kernel/futex.c:0]
19:40:14.171 460 397	my-kernel-channel_2	2	syscall_entry_futex	uaddr=140320876687864, op=129, val=1, utime=0, uaddr2=110, val3=0, context.packet_seq_num=0, context.cpu_id=2, context._procname="VM Periodic Tas", context._pid=812, context._tid=971	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061346103895, timestamp_end=12032520499040, content_size=309229888, packet_size=309231616, packet_seq_num=0, events_discarded=0, cpu_id=2]	[procname="VM Periodic Tas", pid=812, tid=971]		971	20	971	[kernel/futex.c:0]
19:40:14.171 462 011	my-kernel-channel_2	2	syscall_exit_futex	ret=0, uaddr=140320876687864, uaddr2=110, context.packet_seq_num=0, context.cpu_id=2, context._procname="VM Periodic Tas", context._pid=812, context._tid=971	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061346103895, timestamp_end=12032520499040, content_size=309229888, packet_size=309231616, packet_seq_num=0, events_discarded=0, cpu_id=2]	[procname="VM Periodic Tas", pid=812, tid=971]		971	20	971	[kernel/futex.c:0]
19:40:14.171 470 860	my-kernel-channel_2	2	syscall_entry_futex	uaddr=140320876687944, op=137, val=0, utime=140320970562688, uaddr2=0, val3=4294967295, context.packet_seq_num=0, context.cpu_id=2, context._procname="VM Periodic Tas", context._pid=812, context._tid=971	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061346103895, timestamp_end=12032520499040, content_size=309229888, packet_size=309231616, packet_seq_num=0, events_discarded=0, cpu_id=2]	[procname="VM Periodic Tas", pid=812, tid=971]		971	20	971	[kernel/futex.c:0]
19:40:14.171 477 731	hannel=my-kernel-channel_2	2	sched_switch	prev_comm="VM Periodic Tas", prev_tid=971, prev_prio=20, prev_state=1, next_comm="swapper/2", next_tid=0, next_prio=20, context.packet_seq_num=0, context.cpu_id=2	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061787604255, timestamp_end=10216967450759, content_size=8388360, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=2]			971	20	971	
19:40:14.171 895 116	hannel=my-kernel-channel_8	8	sched_waking	comm="VM Periodic Tas", tid=1162, prio=20, target_cpu=8, context.packet_seq_num=0, context.cpu_id=8	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791797868, timestamp_end=10314769798365, content_size=8388576, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=8]						
19:40:14.171 900 157	hannel=my-kernel-channel_8	8	sched_wakeup	comm="VM Periodic Tas", tid=1162, prio=20, target_cpu=8, context.packet_seq_num=0, context.cpu_id=8	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791797868, timestamp_end=10314769798365, content_size=8388576, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=8]						
19:40:14.171 908 470	hannel=my-kernel-channel_8	8	sched_switch	prev_comm="Client manageme", prev_tid=1986, prev_prio=20, prev_state=256, next_comm="VM Periodic Tas", next_tid=1162, next_prio=20, context.packet_seq_num=0, context.cpu_id=8	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791797868, timestamp_end=10314769798365, content_size=8388576, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=8]						
19:40:14.171 913 552	my-kernel-channel_8	8	syscall_exit_futex	ret=-110, uaddr=139853933222248, uaddr2=0, context.packet_seq_num=0, context.cpu_id=8, context._procname="VM Periodic Tas", context._pid=1133, context._tid=1162	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061606126541, timestamp_end=12032520543479, content_size=271051536, packet_size=271056896, packet_seq_num=0, events_discarded=0, cpu_id=8]	[procname="VM Periodic Tas", pid=1133, tid=1162]		1162	20	1162	[kernel/futex.c:0]
19:40:14.171 924 957	my-kernel-channel_8	8	syscall_entry_futex	uaddr=139853933222168, op=129, val=1, utime=0, uaddr2=110, val3=0, context.packet_seq_num=0, context.cpu_id=8, context._procname="VM Periodic Tas", context._pid=1133, context._tid=1162	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061606126541, timestamp_end=12032520543479, content_size=271051536, packet_size=271056896, packet_seq_num=0, events_discarded=0, cpu_id=8]	[procname="VM Periodic Tas", pid=1133, tid=1162]		1162	20	1162	[kernel/futex.c:0]
19:40:14.171 926 514	my-kernel-channel_8	8	syscall_exit_futex	ret=0, uaddr=139853933222168, uaddr2=110, context.packet_seq_num=0, context.cpu_id=8, context._procname="VM Periodic Tas", context._pid=1133, context._tid=1162	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061606126541, timestamp_end=12032520543479, content_size=271051536, packet_size=271056896, packet_seq_num=0, events_discarded=0, cpu_id=8]	[procname="VM Periodic Tas", pid=1133, tid=1162]		1162	20	1162	[kernel/futex.c:0]
19:40:14.171 932 832	my-kernel-channel_8	8	syscall_entry_futex	uaddr=139853933222248, op=137, val=0, utime=139852044561536, uaddr2=0, val3=4294967295, context.packet_seq_num=0, context.cpu_id=8, context._procname="VM Periodic Tas", context._pid=1133, context._tid=1162	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061606126541, timestamp_end=12032520543479, content_size=271051536, packet_size=271056896, packet_seq_num=0, events_discarded=0, cpu_id=8]	[procname="VM Periodic Tas", pid=1133, tid=1162]		1162	20	1162	[kernel/futex.c:0]
19:40:14.171 938 667	hannel=my-kernel-channel_8	8	sched_switch	prev_comm="VM Periodic Tas", prev_tid=1162, prev_prio=20, prev_state=1, next_comm="Client manageme", next_tid=1986, next_prio=20, context.packet_seq_num=0, context.cpu_id=8	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791797868, timestamp_end=10314769798365, content_size=8388576, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=8]			1162	20	1162	
19:40:14.172 337 076	hannel=my-kernel-channel_8	8	irq_softirq_raise	vec=9, context.packet_seq_num=0, context.cpu_id=8	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791797868, timestamp_end=10314769798365, content_size=8388576, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=8]			1986	20	1986	
19:40:14.172 342 605	hannel=my-kernel-channel_8	8	irq_softirq_entry	vec=9, context.packet_seq_num=0, context.cpu_id=8	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791797868, timestamp_end=10314769798365, content_size=8388576, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=8]			1986	20	1986	
19:40:14.172 343 723	hannel=my-kernel-channel_8	8	sched_waking	comm="rcu_sched", tid=14, prio=20, target_cpu=10, context.packet_seq_num=0, context.cpu_id=8	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791797868, timestamp_end=10314769798365, content_size=8388576, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=8]			1986	20	1986	
19:40:14.172 348 540	hannel=my-kernel-channel_8	8	irq_softirq_exit	vec=9, context.packet_seq_num=0, context.cpu_id=8	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061791797868, timestamp_end=10314769798365, content_size=8388576, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=8]			1986	20	1986	
19:40:14.172 353 782	hannel=my-kernel-channel_11	11	irq_softirq_raise	vec=1, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]						
19:40:14.172 358 470	hannel=my-kernel-channel_11	11	irq_softirq_entry	vec=1, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]						
19:40:14.172 368 734	hannel=my-kernel-channel_11	11	irq_softirq_exit	vec=1, context.packet_seq_num=0, context.cpu_id=11	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061793519710, timestamp_end=10157349618739, content_size=8388560, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=11]						
19:40:14.172 370 150	hannel=my-kernel-channel_10	10	irq_softirq_raise	vec=1, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]						
19:40:14.172 385 142	hannel=my-kernel-channel_10	10	sched_wakeup	comm="rcu_sched", tid=14, prio=20, target_cpu=10, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]						
19:40:14.172 386 073	hannel=my-kernel-channel_10	10	irq_softirq_entry	vec=1, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]						
19:40:14.172 387 221	hannel=my-kernel-channel_10	10	irq_softirq_exit	vec=1, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]						
19:40:14.172 389 718	hannel=my-kernel-channel_10	10	sched_switch	prev_comm="swapper/10", prev_tid=0, prev_prio=20, prev_state=0, next_comm="rcu_sched", next_tid=14, next_prio=20, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]						
19:40:14.172 396 772	hannel=my-kernel-channel_10	10	sched_switch	prev_comm="rcu_sched", prev_tid=14, prev_prio=20, prev_state=128, next_comm="swapper/10", next_tid=0, next_prio=20, context.packet_seq_num=0, context.cpu_id=10	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061792963430, timestamp_end=10218029480810, content_size=8388192, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=10]			14	20	14	
19:40:14.172 527 141	hannel=my-kernel-channel_6	6	irq_softirq_raise	vec=1, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 529 043	hannel=my-kernel-channel_6	6	irq_softirq_raise	vec=9, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 531 097	hannel=my-kernel-channel_6	6	irq_softirq_raise	vec=7, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 541 912	hannel=my-kernel-channel_6	6	irq_softirq_entry	vec=1, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 545 385	hannel=my-kernel-channel_6	6	sched_waking	comm="kworker/6:0", tid=53, prio=20, target_cpu=6, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 549 575	hannel=my-kernel-channel_6	6	sched_wakeup	comm="kworker/6:0", tid=53, prio=20, target_cpu=6, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 550 530	hannel=my-kernel-channel_6	6	irq_softirq_exit	vec=1, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 550 822	hannel=my-kernel-channel_6	6	irq_softirq_entry	vec=7, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 558 800	hannel=my-kernel-channel_6	6	irq_softirq_exit	vec=7, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 559 118	hannel=my-kernel-channel_6	6	irq_softirq_entry	vec=9, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 560 157	hannel=my-kernel-channel_6	6	irq_softirq_exit	vec=9, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
19:40:14.172 573 239	hannel=my-kernel-channel_6	6	sched_switch	prev_comm="swapper/6", prev_tid=0, prev_prio=20, prev_state=0, next_comm="kworker/6:0", next_tid=53, next_prio=20, context.packet_seq_num=0, context.cpu_id=6	[magic=3254525889, uuid=[54, 244, 72, 174, 64, 157, 222, 78, 174, 239, 51, 227, 134, 194, 242, 132], stream_id=0, stream_instance_id=9]	[timestamp_begin=10061790505527, timestamp_end=10242049771835, content_size=8388608, packet_size=8388608, packet_seq_num=0, events_discarded=0, cpu_id=6]						
